@relation 'Absenteeism_at_work_A-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 12 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10'

@attribute ID {31.0,27.0,19.0,30.0,7.0,20.0,24.0,32.0,3.0,33.0,26.0,29.0,18.0,25.0,17.0,14.0,16.0,23.0,2.0,21.0,36.0,15.0,22.0,5.0,12.0,9.0,6.0,34.0,10.0,28.0,13.0,11.0,1.0,4.0,8.0,35.0}
@attribute Reason_for_absence {17.0,3.0,15.0,4.0,21.0,2.0,9.0,24.0,18.0,1.0,12.0,5.0,16.0,7.0,27.0,25.0,8.0,10.0,26.0,19.0,28.0,6.0,23.0,22.0,13.0,14.0,11.0,0.0}
@attribute Month_of_absence numeric
@attribute Day_of_the_week {5.0,2.0,3.0,4.0,6.0}
@attribute Seasons {4.0,1.0,2.0,3.0}
@attribute Transportation_expense numeric
@attribute Distance_from_Residence_to_Work numeric
@attribute Service_time numeric
@attribute Age numeric
@attribute Work_load_Average/day_ numeric
@attribute Hit_target numeric
@attribute Disciplinary_failure {1.0,0.0}
@attribute Education numeric
@attribute Son numeric
@attribute Social_drinker {1.0,0.0}
@attribute Social_smoker {1.0,0.0}
@attribute Pet numeric
@attribute Weight numeric
@attribute Height numeric
@attribute Body_mass_index numeric
@attribute Absenteeism_time_in_hours numeric
@attribute cluster {cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12}

@data
3.0,27.0,3,4.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster9
28.0,27.0,3,5.0,2.0,225,26,9,28,222196,99,0.0,1,1,0.0,0.0,2,69,169,24,2,cluster7
3.0,27.0,3,5.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster1
28.0,25.0,3,5.0,2.0,225,26,9,28,222196,99,0.0,1,1,0.0,0.0,2,69,169,24,2,cluster7
22.0,27.0,3,6.0,2.0,179,26,9,30,222196,99,0.0,3,0,0.0,0.0,0,56,171,19,3,cluster12
25.0,25.0,3,2.0,2.0,235,16,8,32,222196,99,0.0,3,0,0.0,0.0,0,75,178,25,3,cluster8
10.0,19.0,3,2.0,2.0,361,52,3,28,222196,99,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster3
3.0,13.0,3,3.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,8,cluster1
3.0,27.0,3,4.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster9
3.0,27.0,3,5.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster1
22.0,27.0,3,6.0,2.0,179,26,9,30,222196,99,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster12
3.0,10.0,3,2.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,4,cluster3
33.0,13.0,3,2.0,2.0,248,25,14,47,222196,99,0.0,1,2,0.0,0.0,1,86,165,32,2,cluster3
3.0,27.0,3,2.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster3
28.0,7.0,3,2.0,2.0,225,26,9,28,222196,99,0.0,1,1,0.0,0.0,2,69,169,24,8,cluster7
3.0,27.0,3,3.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster1
11.0,23.0,3,4.0,2.0,289,36,13,33,222196,99,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster3
9.0,25.0,3,4.0,2.0,228,14,16,58,222196,99,0.0,1,2,0.0,0.0,1,65,172,22,2,cluster6
3.0,27.0,3,4.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,2,cluster9
33.0,23.0,3,5.0,2.0,248,25,14,47,222196,99,0.0,1,2,0.0,0.0,1,86,165,32,3,cluster4
3.0,27.0,3,5.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster1
22.0,23.0,3,6.0,2.0,179,26,9,30,222196,99,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster12
3.0,27.0,3,6.0,2.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster1
3.0,27.0,3,3.0,3.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster1
16.0,23.0,3,4.0,3.0,118,15,24,46,222196,99,0.0,1,2,1.0,1.0,0,75,175,25,8,cluster12
14.0,13.0,3,4.0,3.0,155,12,14,34,222196,99,0.0,1,2,1.0,0.0,0,95,196,25,24,cluster6
3.0,27.0,3,4.0,3.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster1
3.0,27.0,3,5.0,3.0,179,51,18,38,222196,99,0.0,1,0,1.0,0.0,0,89,170,31,3,cluster1
22.0,13.0,3,2.0,3.0,179,26,9,30,222196,99,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster12
11.0,19.0,3,2.0,3.0,289,36,13,33,222196,99,0.0,1,2,1.0,0.0,1,90,172,30,104,cluster3
13.0,22.0,3,4.0,3.0,369,17,12,31,222196,99,0.0,1,3,1.0,0.0,0,70,169,25,8,cluster6
28.0,13.0,4,2.0,3.0,225,26,9,28,246288,91,0.0,1,1,0.0,0.0,2,69,169,24,8,cluster7
34.0,10.0,4,2.0,3.0,118,10,10,37,246288,91,0.0,1,0,0.0,0.0,0,83,172,28,8,cluster10
10.0,19.0,4,3.0,3.0,361,52,3,28,246288,91,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster5
33.0,19.0,4,4.0,3.0,248,25,14,47,246288,91,0.0,1,2,0.0,0.0,1,86,165,32,8,cluster12
6.0,13.0,4,5.0,3.0,189,29,13,33,246288,91,0.0,1,2,0.0,0.0,2,69,167,25,8,cluster12
22.0,27.0,4,6.0,3.0,179,26,9,30,246288,91,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster12
13.0,7.0,4,2.0,3.0,369,17,12,31,246288,91,0.0,1,3,1.0,0.0,0,70,169,25,24,cluster3
17.0,16.0,4,3.0,3.0,179,22,17,40,246288,91,0.0,2,2,0.0,1.0,0,63,170,22,2,cluster8
36.0,23.0,4,3.0,3.0,118,13,18,50,246288,91,0.0,1,1,1.0,0.0,0,98,178,31,3,cluster4
10.0,23.0,4,3.0,3.0,361,52,3,28,246288,91,0.0,1,1,1.0,0.0,4,80,172,27,2,cluster5
34.0,10.0,4,4.0,3.0,118,10,10,37,246288,91,0.0,1,0,0.0,0.0,0,83,172,28,2,cluster12
1.0,22.0,4,6.0,3.0,235,11,14,37,246288,91,0.0,3,1,0.0,0.0,1,88,172,29,8,cluster12
22.0,27.0,4,6.0,3.0,179,26,9,30,246288,91,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster12
28.0,19.0,4,2.0,3.0,225,26,9,28,246288,91,0.0,1,1,0.0,0.0,2,69,169,24,8,cluster7
25.0,16.0,4,3.0,3.0,235,16,8,32,246288,91,0.0,3,0,0.0,0.0,0,75,178,25,3,cluster12
22.0,27.0,4,6.0,3.0,179,26,9,30,246288,91,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster12
14.0,28.0,4,3.0,3.0,155,12,14,34,246288,91,0.0,1,2,1.0,0.0,0,95,196,25,4,cluster1
28.0,19.0,4,5.0,3.0,225,26,9,28,246288,91,0.0,1,1,0.0,0.0,2,69,169,24,8,cluster7
36.0,14.0,4,5.0,3.0,118,13,18,50,246288,91,0.0,1,1,1.0,0.0,0,98,178,31,2,cluster4
22.0,27.0,4,6.0,3.0,179,26,9,30,246288,91,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster12
1.0,22.0,5,2.0,3.0,235,11,14,37,237656,99,0.0,3,1,0.0,0.0,1,88,172,29,8,cluster12
29.0,19.0,5,4.0,3.0,225,15,15,41,237656,99,0.0,4,2,1.0,0.0,2,94,182,28,3,cluster12
25.0,28.0,5,4.0,3.0,235,16,8,32,237656,99,0.0,3,0,0.0,0.0,0,75,178,25,2,cluster12
34.0,8.0,5,4.0,3.0,118,10,10,37,237656,99,0.0,1,0,0.0,0.0,0,83,172,28,3,cluster12
5.0,26.0,5,4.0,3.0,235,20,13,43,237656,99,0.0,1,1,1.0,0.0,0,106,167,38,8,cluster11
22.0,13.0,5,5.0,3.0,179,26,9,30,237656,99,0.0,3,0,0.0,0.0,0,56,171,19,1,cluster12
15.0,28.0,5,5.0,3.0,291,31,12,40,237656,99,0.0,1,1,1.0,0.0,1,73,171,25,2,cluster1
29.0,14.0,5,5.0,3.0,225,15,15,41,237656,99,0.0,4,2,1.0,0.0,2,94,182,28,8,cluster4
26.0,19.0,5,6.0,3.0,300,26,13,43,237656,99,0.0,1,2,1.0,1.0,1,77,175,25,64,cluster1
29.0,22.0,5,6.0,3.0,225,15,15,41,237656,99,0.0,4,2,1.0,0.0,2,94,182,28,8,cluster1
22.0,27.0,5,6.0,3.0,179,26,9,30,237656,99,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster12
36.0,23.0,5,2.0,3.0,118,13,18,50,237656,99,0.0,1,1,1.0,0.0,0,98,178,31,2,cluster4
36.0,5.0,5,3.0,3.0,118,13,18,50,237656,99,0.0,1,1,1.0,0.0,0,98,178,31,3,cluster4
34.0,28.0,5,3.0,3.0,118,10,10,37,237656,99,0.0,1,0,0.0,0.0,0,83,172,28,1,cluster10
36.0,0.0,5,3.0,3.0,118,13,18,50,237656,99,1.0,1,1,1.0,0.0,0,98,178,31,0,cluster4
22.0,27.0,5,4.0,3.0,179,26,9,30,237656,99,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster12
23.0,0.0,5,4.0,3.0,378,49,11,36,237656,99,1.0,1,2,0.0,1.0,4,65,174,21,0,cluster8
17.0,16.0,5,6.0,3.0,179,22,17,40,237656,99,0.0,2,2,0.0,1.0,0,63,170,22,1,cluster8
14.0,10.0,5,2.0,3.0,155,12,14,34,237656,99,0.0,1,2,1.0,0.0,0,95,196,25,48,cluster3
25.0,10.0,5,2.0,3.0,235,16,8,32,237656,99,0.0,3,0,0.0,0.0,0,75,178,25,8,cluster12
15.0,22.0,5,4.0,3.0,291,31,12,40,237656,99,0.0,1,1,1.0,0.0,1,73,171,25,8,cluster6
17.0,10.0,5,4.0,3.0,179,22,17,40,237656,99,0.0,2,2,0.0,1.0,0,63,170,22,8,cluster8
28.0,6.0,5,4.0,3.0,225,26,9,28,237656,99,0.0,1,1,0.0,0.0,2,69,169,24,3,cluster12
18.0,10.0,5,5.0,3.0,330,16,4,28,237656,99,0.0,2,0,0.0,0.0,0,84,182,25,8,cluster12
25.0,23.0,5,5.0,3.0,235,16,8,32,237656,99,0.0,3,0,0.0,0.0,0,75,178,25,2,cluster12
15.0,28.0,5,5.0,3.0,291,31,12,40,237656,99,0.0,1,1,1.0,0.0,1,73,171,25,2,cluster1
22.0,27.0,5,6.0,3.0,179,26,9,30,237656,99,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster12
10.0,7.0,5,2.0,3.0,361,52,3,28,237656,99,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster5
14.0,23.0,5,4.0,3.0,155,12,14,34,237656,99,0.0,1,2,1.0,0.0,0,95,196,25,2,cluster12
17.0,25.0,5,6.0,3.0,179,22,17,40,237656,99,0.0,2,2,0.0,1.0,0,63,170,22,8,cluster8
14.0,10.0,5,6.0,3.0,155,12,14,34,237656,99,0.0,1,2,1.0,0.0,0,95,196,25,8,cluster1
28.0,11.0,5,2.0,3.0,225,26,9,28,237656,99,0.0,1,1,0.0,0.0,2,69,169,24,1,cluster7
16.0,7.0,6,4.0,3.0,118,15,24,46,275089,96,0.0,1,2,1.0,1.0,0,75,175,25,8,cluster8
22.0,27.0,6,4.0,3.0,179,26,9,30,275089,96,0.0,3,0,0.0,0.0,0,56,171,19,3,cluster12
34.0,26.0,6,6.0,3.0,118,10,10,37,275089,96,0.0,1,0,0.0,0.0,0,83,172,28,8,cluster10
34.0,10.0,6,4.0,3.0,118,10,10,37,275089,96,0.0,1,0,0.0,0.0,0,83,172,28,8,cluster12
23.0,22.0,6,5.0,3.0,378,49,11,36,275089,96,0.0,1,2,0.0,1.0,4,65,174,21,8,cluster8
36.0,19.0,6,5.0,3.0,118,13,18,50,275089,96,0.0,1,1,1.0,0.0,0,98,178,31,24,cluster4
12.0,19.0,6,6.0,3.0,233,51,1,31,275089,96,0.0,2,1,1.0,0.0,8,68,178,21,8,cluster1
22.0,27.0,6,6.0,3.0,179,26,9,30,275089,96,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster12
2.0,0.0,6,2.0,3.0,235,29,12,48,275089,96,1.0,1,1,0.0,1.0,5,88,163,33,0,cluster8
21.0,0.0,6,2.0,3.0,268,11,8,33,275089,96,1.0,2,0,0.0,0.0,0,79,178,25,0,cluster12
36.0,19.0,6,5.0,3.0,118,13,18,50,275089,96,0.0,1,1,1.0,0.0,0,98,178,31,3,cluster4
22.0,13.0,6,5.0,3.0,179,26,9,30,275089,96,0.0,3,0,0.0,0.0,0,56,171,19,2,cluster12
15.0,28.0,6,5.0,3.0,291,31,12,40,275089,96,0.0,1,1,1.0,0.0,1,73,171,25,2,cluster1
22.0,13.0,6,2.0,1.0,179,26,9,30,275089,96,0.0,3,0,0.0,0.0,0,56,171,19,3,cluster12
34.0,25.0,6,2.0,1.0,118,10,10,37,275089,96,0.0,1,0,0.0,0.0,0,83,172,28,3,cluster10
12.0,22.0,6,5.0,1.0,233,51,1,31,275089,96,0.0,2,1,1.0,0.0,8,68,178,21,8,cluster4
34.0,8.0,6,6.0,1.0,118,10,10,37,275089,96,0.0,1,0,0.0,0.0,0,83,172,28,2,cluster10
34.0,10.0,6,4.0,1.0,118,10,10,37,275089,96,0.0,1,0,0.0,0.0,0,83,172,28,3,cluster10
12.0,22.0,6,4.0,1.0,233,51,1,31,275089,96,0.0,2,1,1.0,0.0,8,68,178,21,3,cluster6
5.0,26.0,7,4.0,1.0,235,20,13,43,264604,93,0.0,1,1,1.0,0.0,0,106,167,38,4,cluster11
12.0,19.0,7,6.0,1.0,233,51,1,31,264604,93,0.0,2,1,1.0,0.0,8,68,178,21,2,cluster2
9.0,6.0,7,2.0,1.0,228,14,16,58,264604,93,0.0,1,2,0.0,0.0,1,65,172,22,8,cluster10
34.0,28.0,7,2.0,1.0,118,10,10,37,264604,93,0.0,1,0,0.0,0.0,0,83,172,28,4,cluster10
9.0,6.0,7,3.0,1.0,228,14,16,58,264604,93,0.0,1,2,0.0,0.0,1,65,172,22,120,cluster10
6.0,22.0,7,3.0,1.0,189,29,13,33,264604,93,0.0,1,2,0.0,0.0,2,69,167,25,16,cluster10
34.0,23.0,7,4.0,1.0,118,10,10,37,264604,93,0.0,1,0,0.0,0.0,0,83,172,28,2,cluster10
10.0,22.0,7,4.0,1.0,361,52,3,28,264604,93,0.0,1,1,1.0,0.0,4,80,172,27,8,cluster5
28.0,22.0,7,4.0,1.0,225,26,9,28,264604,93,0.0,1,1,0.0,0.0,2,69,169,24,8,cluster7
13.0,13.0,7,2.0,1.0,369,17,12,31,264604,93,0.0,1,3,1.0,0.0,0,70,169,25,80,cluster2
11.0,14.0,7,3.0,1.0,289,36,13,33,264604,93,0.0,1,2,1.0,0.0,1,90,172,30,8,cluster3
1.0,11.0,7,3.0,1.0,235,11,14,37,264604,93,0.0,3,1,0.0,0.0,1,88,172,29,4,cluster10
4.0,0.0,0,3.0,1.0,118,14,13,40,271219,95,0.0,1,1,1.0,0.0,8,98,170,34,0,cluster4
8.0,0.0,0,4.0,2.0,231,35,14,39,271219,95,0.0,1,2,1.0,0.0,2,100,170,35,0,cluster6
35.0,0.0,0,6.0,3.0,179,45,14,53,271219,95,0.0,1,1,0.0,0.0,1,77,175,25,0,cluster1
